sound_id,category_audio,categories_use,recommended_noise,mix_ratio_layer1,mix_ratio_layer2,needs_review,source_note,TH_C_score,DN_S_score,SS_R_score,SM_F_score,HB_M_score,profile_score_note
ambience_nautical_wetlands_distant_factory_birds_01,forest,daily,brown_lowpass_1000,0.70,0.30,false,[FROM_FILENAME_INFERENCE: distant_factory+birds = industrial+natural transients → daily],6.2,5.1,6.0,5.8,5.8,TH_C=6.2[sp5.5/u4.5/n9/d9.0 neutral] | DN_S=5.1[sp6.0/u0.8/n8/d9.0 neutral] | SS_R=6.0[sp7.5/u1.5/n8/d9.0 +distant] | SM_F=5.8[sp5.0/u3.8/n9/d9.0 neutral] | HB_M=5.8[sp7.5/u3.0/n5/d9.0 +distant]
fire_burning_fireplace_glass_front_wood_burning_medium,fire,"relaxation,falling_asleep",brown_lowpass_1000,0.85,0.15,true,[FROM_FILENAME_INFERENCE: glass_front намалява crackling transients; medium burn = balanced; SUSPECT — needs spectral check],6.5,6.1,5.7,6.7,5.8,TH_C=6.5[sp6.0/u6.0/n9/d5.0 neutral] | DN_S=6.1[sp5.0/u6.8/n8/d5.0 neutral] | SS_R=5.7[sp5.0/u5.2/n8/d5.0 neutral] | SM_F=6.7[sp6.5/u6.0/n9/d5.0 neutral] | HB_M=5.8[sp5.0/u7.5/n5/d5.0 neutral]
369_seconds_of_bliss_369,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed] | bliss → meditation/relaxation,6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
8_pm_anna_landstrom,meditation,"falling_asleep,relaxation,meditation",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: 8_pm = вечерна песен → falling_asleep],7.0,6.6,7.0,7.4,7.8,TH_C=7.0[sp5.0/u8.2/n8/d9.0 neutral] | DN_S=6.6[sp5.0/u8.2/n6/d9.0 neutral] | SS_R=7.0[sp5.0/u8.2/n8/d9.0 neutral] | SM_F=7.4[sp5.0/u9.0/n9/d9.0 neutral] | HB_M=7.8[sp5.0/u9.8/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
angelica_instrumental_version_david_edward,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
archipelago_of_relaxation_mandala_dreams,meditation,"relaxation,meditation,falling_asleep",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: of_relaxation = explicit relaxation track],7.0,6.6,7.0,7.4,7.8,TH_C=7.0[sp5.0/u8.2/n8/d9.0 neutral] | DN_S=6.6[sp5.0/u8.2/n6/d9.0 neutral] | SS_R=7.0[sp5.0/u8.2/n8/d9.0 neutral] | SM_F=7.4[sp5.0/u9.0/n9/d9.0 neutral] | HB_M=7.8[sp5.0/u9.8/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
a_calm_early_morning_rikard_from,meditation,"relaxation,meditation,daily",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: calm_early_morning → daily/relaxation],8.0,5.5,8.0,7.7,8.6,TH_C=8.0[sp6.5/u9.8/n8/d9.0 neutral] | DN_S=5.5[sp5.0/u4.5/n6/d9.0 neutral] | SS_R=8.0[sp8.0/u7.5/n8/d9.0 +calm] | SM_F=7.7[sp5.0/u10.0/n9/d9.0 neutral] | HB_M=8.6[sp7.5/u9.0/n10/d9.0 +calm] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
carried_by_current_valante,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
celestial_spheres_ave_air,meditation,meditation,none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: celestial = abstract meditation],5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
city_park_ave_air,meditation,"relaxation,daily,meditation",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: city_park = urban-themed relaxing],7.4,5.5,6.8,7.7,7.6,TH_C=7.4[sp5.0/u9.8/n8/d9.0 neutral] | DN_S=5.5[sp5.0/u4.5/n6/d9.0 neutral] | SS_R=6.8[sp5.0/u7.5/n8/d9.0 neutral] | SM_F=7.7[sp5.0/u10.0/n9/d9.0 neutral] | HB_M=7.6[sp5.0/u9.0/n10/d9.0 neutral]
crowned_with_spirit_valante,meditation,meditation,none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
crystal_haze_shuta_yasukochi,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
dharapani_dex_1200,meditation,meditation,none,0.85,0.15,false,"[FROM_FILENAME_INFERENCE: Dharapani = Sanskrit/Nepali, mantra-like meditation]",5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
dusky_mirage_true_messenger,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
end_of_rain_beyza,meditation,"relaxation,meditation,falling_asleep",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: end_of_rain = peaceful resolution],8.0,6.6,7.4,7.4,8.4,TH_C=8.0[sp7.5/u8.2/n8/d9.0 +rain] | DN_S=6.6[sp5.0/u8.2/n6/d9.0 neutral] | SS_R=7.4[sp6.0/u8.2/n8/d9.0 neutral] | SM_F=7.4[sp5.0/u9.0/n9/d9.0 neutral] | HB_M=8.4[sp6.5/u9.8/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
enlightened_drift_amber_glow,meditation,"meditation,relaxation,falling_asleep",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: drift = floating quality → falling_asleep],7.6,7.4,7.6,7.4,9.0,TH_C=7.6[sp6.5/u8.2/n8/d9.0 neutral] | DN_S=7.4[sp7.0/u8.2/n6/d9.0 +low] | SS_R=7.6[sp6.5/u8.2/n8/d9.0 neutral] | SM_F=7.4[sp5.0/u9.0/n9/d9.0 neutral] | HB_M=9.0[sp8.0/u9.8/n10/d9.0 +light] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
epic_mirage_hanna_lindgren,meditation,meditation,none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: epic = grand scope → meditation only],5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
field_of_horses_joseph_beg,meditation,"relaxation,meditation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
floating_sakura_petals_sayuri_hayashi_egnell,meditation,"meditation,falling_asleep,relaxation",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: floating = light suspension → sleep],7.0,6.6,7.0,7.4,7.8,TH_C=7.0[sp5.0/u8.2/n8/d9.0 neutral] | DN_S=6.6[sp5.0/u8.2/n6/d9.0 neutral] | SS_R=7.0[sp5.0/u8.2/n8/d9.0 neutral] | SM_F=7.4[sp5.0/u9.0/n9/d9.0 neutral] | HB_M=7.8[sp5.0/u9.8/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
forest_breeze_ave_air,meditation,"relaxation,meditation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.7,5.2,7.5,7.3,7.7,TH_C=6.7[sp6.5/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=7.5[sp8.0/u6.0/n8/d9.0 neutral] | SM_F=7.3[sp6.5/u6.8/n9/d9.0 neutral] | HB_M=7.7[sp7.5/u6.0/n10/d9.0 +breeze] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
gold_and_green_anna_landstrom,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
grounded_hanna_lindgren,meditation,"meditation,anxiety,relaxation",none,0.30,0.70,false,[FROM_RESEARCH: Bible v3 ред 91 Sleep+SOS; 'grounded' = anchoring sensation идеално за anxiety/SOS] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],6.3,5.7,8.5,7.2,6.9,TH_C=6.3[sp5.0/u6.0/n8/d9.0 neutral] | DN_S=5.7[sp5.0/u5.2/n6/d9.0 neutral] | SS_R=8.5[sp7.5/u10.0/n8/d9.0 +grounded] | SM_F=7.2[sp5.0/u8.2/n9/d9.0 neutral] | HB_M=6.9[sp5.0/u6.8/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
healing_tides_amber_glow,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: healing = therapeutic intent → anxiety include] | [REMOVED anxiety §2.1: insufficient masking depth],6.1,6.0,7.1,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=6.0[sp7.0/u3.8/n6/d9.0 +low] | SS_R=7.1[sp7.0/u6.0/n8/d9.0 +healing] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
hush_my_darling_yi_nantiro,meditation,"falling_asleep,sleep_deep,relaxation",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: hush_my_darling = lullaby → sleep],6.8,7.1,6.5,7.0,7.8,TH_C=6.8[sp5.0/u7.5/n8/d9.0 neutral] | DN_S=7.1[sp5.0/u10.0/n6/d9.0 neutral] | SS_R=6.5[sp5.0/u6.8/n8/d9.0 neutral] | SM_F=7.0[sp5.0/u7.5/n9/d9.0 neutral] | HB_M=7.8[sp5.0/u9.8/n10/d9.0 neutral]
inner_balance_elm_lake,meditation,"meditation,anxiety,relaxation",none,0.30,0.70,false,[FROM_FILENAME_INFERENCE: inner_balance = stabilizing → anxiety] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],6.3,5.7,9.1,7.2,6.9,"TH_C=6.3[sp5.0/u6.0/n8/d9.0 neutral] | DN_S=5.7[sp5.0/u5.2/n6/d9.0 neutral] | SS_R=9.1[sp9.0/u10.0/n8/d9.0 +inner,+balance] | SM_F=7.2[sp5.0/u8.2/n9/d9.0 neutral] | HB_M=6.9[sp5.0/u6.8/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]"
kokoro_valante,meditation,meditation,none,0.85,0.15,false,"[FROM_FILENAME_INFERENCE: kokoro (heart/mind, JP) = introspective meditation]",5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
komorebi_shuta_yasukochi,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: komorebi (sunlight through leaves) = serene],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
lullaby_for_kilian_magnus_ludvigsson,meditation,"falling_asleep,sleep_deep,relaxation",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: lullaby = explicit sleep music],6.8,7.1,7.3,7.0,7.8,TH_C=6.8[sp5.0/u7.5/n8/d9.0 neutral] | DN_S=7.1[sp5.0/u10.0/n6/d9.0 neutral] | SS_R=7.3[sp7.0/u6.8/n8/d9.0 +lullaby] | SM_F=7.0[sp5.0/u7.5/n9/d9.0 neutral] | HB_M=7.8[sp5.0/u9.8/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
meditation_aquatic_369,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,7.3,7.3,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=7.3[sp7.5/u6.0/n8/d9.0 +meditation] | SM_F=7.3[sp6.5/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
mindstream_amber_glow,meditation,meditation,none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.0,6.0,5.4,5.6,5.6,TH_C=6.0[sp7.0/u2.2/n8/d9.0 +stream] | DN_S=6.0[sp8.5/u1.5/n6/d9.0 +low] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
mirror_of_the_heart_bladverk_band,meditation,meditation,none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
murmurations_hanna_lindgren,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
my_friend_the_warlock_bitwraith,meditation,meditation,none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
namucuo_by_lotus,meditation,meditation,none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: Namucuo = Tibetan lake → meditation only],5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
on_a_knee_the_golden_peas,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
parlemor_bomull,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
pillars_of_resilience_cora_zea,meditation,meditation,none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: resilience = coping support → anxiety] | [REMOVED anxiety §2.1: insufficient masking depth],5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
resonance_luba_hilman,meditation,meditation,none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
silver_woodlands_cora_zea,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
solitude_conscience_mandala_dreams,meditation,"meditation,relaxation,falling_asleep",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: solitude = inner stillness],7.0,6.6,7.0,7.4,7.8,TH_C=7.0[sp5.0/u8.2/n8/d9.0 neutral] | DN_S=6.6[sp5.0/u8.2/n6/d9.0 neutral] | SS_R=7.0[sp5.0/u8.2/n8/d9.0 neutral] | SM_F=7.4[sp5.0/u9.0/n9/d9.0 neutral] | HB_M=7.8[sp5.0/u9.8/n10/d9.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
stargazing_shuta_yasukochi,meditation,"meditation,falling_asleep",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: stargazing = night contemplation → sleep],6.1,5.9,6.1,6.3,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SS_R=6.1[sp5.0/u5.2/n8/d9.0 neutral] | SM_F=6.3[sp5.0/u5.2/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
state_of_meditation_elm_lake,meditation,meditation,none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: state_of_meditation = explicit meditation],5.2,4.5,6.4,6.2,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=6.4[sp7.5/u3.0/n8/d9.0 +meditation] | SM_F=6.2[sp6.5/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
still_love_hanna_lindgren,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
the_hidden_realm_ruiqi_zhao,meditation,meditation,none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
the_lake_at_3am_mandala_dreams,meditation,"sleep_deep,falling_asleep,meditation",none,0.85,0.15,false,[FROM_FILENAME_INFERENCE: at_3am = deep night → sleep_deep],6.5,7.1,6.5,6.7,7.4,TH_C=6.5[sp5.0/u6.8/n8/d9.0 neutral] | DN_S=7.1[sp5.0/u10.0/n6/d9.0 neutral] | SS_R=6.5[sp5.0/u6.8/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=7.4[sp5.0/u8.2/n10/d9.0 neutral]
the_water_remains_rand_aldo,meditation,"meditation,relaxation",none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],6.1,5.2,6.3,6.7,6.7,TH_C=6.1[sp5.0/u5.2/n8/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=6.3[sp5.0/u6.0/n8/d9.0 neutral] | SM_F=6.7[sp5.0/u6.8/n9/d9.0 neutral] | HB_M=6.7[sp5.0/u6.0/n10/d9.0 neutral]
third_charm_joseph_beg,meditation,meditation,none,0.85,0.15,false,[FROM_RESEARCH: режекторен филтър ред 84 — музика е оптимален източник за tight notch tinnitus масквиране; noise=none защото track вече е mixed],5.2,4.5,5.4,5.6,5.6,TH_C=5.2[sp5.0/u2.2/n8/d9.0 neutral] | DN_S=4.5[sp5.0/u1.5/n6/d9.0 neutral] | SS_R=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SM_F=5.6[sp5.0/u3.0/n9/d9.0 neutral] | HB_M=5.6[sp5.0/u2.2/n10/d9.0 neutral]
